1.000000000000000021e-03,9.350000000000000000e+02,6.360000000000000000e+02,2.600000000000000000e+01,3.400000000000000000e+01,5.951623169955442272e-01,9.729448491155047174e-01,5.074626865671641451e-02,2.910737134516239166e-02,5.294825602322816849e-01,0.000000000000000000e+00,1.326560974121093750e-03,3.218447994440793991e-01,3.398382201418280602e+01,6.617517143134027719e+02,1.553398603573441505e+00
2.000000000000000042e-03,9.130000000000000000e+02,5.880000000000000000e+02,9.200000000000000000e+01,6.400000000000000000e+01,6.082611592271818246e-01,9.084577114427860867e-01,9.815950920245399003e-02,2.459784597158432007e-02,3.882102146744728088e-01,0.000000000000000000e+00,1.382242888212203979e-03,2.702418658882379532e-01,3.379652613960206509e+01,6.611856963559985161e+02,1.548725133761763573e+00
3.000000000000000062e-03,8.660000000000000000e+02,6.200000000000000000e+02,9.400000000000000000e+01,5.800000000000000000e+01,5.827725437415881560e-01,9.020833333333333481e-01,8.554572271386430560e-02,2.338348142802715302e-02,4.072873685508966446e-01,0.000000000000000000e+00,1.564385369420051575e-03,2.696948051452636719e-01,3.382757386751472950e+01,6.608297289647161961e+02,1.560008971020579338e+00
4.000000000000000083e-03,9.160000000000000000e+02,5.920000000000000000e+02,8.700000000000000000e+01,4.900000000000000000e+01,6.074270557029177731e-01,9.132602193419740999e-01,7.644305772230888807e-02,2.522992715239524841e-02,4.067240543663501740e-01,0.000000000000000000e+00,1.330271363258361816e-03,2.712355777621269226e-01,3.396335889026522636e+01,6.643106182646006346e+02,1.578960090875625610e+00
5.000000000000000104e-03,8.300000000000000000e+02,5.890000000000000000e+02,1.480000000000000000e+02,8.900000000000000000e+01,5.849189570119802672e-01,8.486707566462167174e-01,1.312684365781710827e-01,2.426933497190475464e-02,4.114295355975627899e-01,0.000000000000000000e+00,1.329248771071434021e-03,2.651888225227594376e-01,3.378253563493490219e+01,6.602814742922782898e+02,1.557111861184239388e+00
6.000000000000000125e-03,6.420000000000000000e+02,4.940000000000000000e+02,3.380000000000000000e+02,1.720000000000000000e+02,5.651408450704225039e-01,6.551020408163265030e-01,2.582582582582582664e-01,2.429922856390476227e-02,4.171636048704385757e-01,0.000000000000000000e+00,1.345530152320861816e-03,2.732138261198997498e-01,3.398268097639083862e+01,6.650122865866869688e+02,1.565203499048948288e+00
7.000000000000000146e-03,7.730000000000000000e+02,5.300000000000000000e+02,2.190000000000000000e+02,1.400000000000000000e+02,5.932463545663853033e-01,7.792338709677418818e-01,2.089552238805970075e-01,2.368492633104324341e-02,4.061247687786817551e-01,0.000000000000000000e+00,1.334665343165397644e-03,2.778347302228212357e-01,3.380179052613675594e+01,6.610185308568179607e+02,1.558911981061100960e+00
8.000000000000000167e-03,6.480000000000000000e+02,4.570000000000000000e+02,3.310000000000000000e+02,1.950000000000000000e+02,5.864253393665158631e-01,6.618998978549540668e-01,2.990797546012269881e-01,2.388793788850307465e-02,4.275383967906236649e-01,0.000000000000000000e+00,1.306638121604919434e-03,2.672343235462903976e-01,3.380624961480498314e+01,6.606725489813834429e+02,1.560109904035925865e+00
9.000000000000001055e-03,7.150000000000000000e+02,4.860000000000000000e+02,2.620000000000000000e+02,2.010000000000000000e+02,5.953372189841799056e-01,7.318321392016376992e-01,2.925764192139738151e-01,2.500956319272518158e-02,4.286891855299472809e-01,0.000000000000000000e+00,1.323444768786430359e-03,2.793192192912101746e-01,3.375805146619677544e+01,6.601621046643704176e+02,1.565084705129265785e+00
1.000000000000000194e-02,6.770000000000000000e+02,5.080000000000000000e+02,3.060000000000000000e+02,1.680000000000000000e+02,5.713080168776371037e-01,6.887080366225839523e-01,2.485207100591715901e-01,2.340496890246868134e-02,4.033639375120401382e-01,0.000000000000000000e+00,1.301763579249382019e-03,2.752890270203351974e-01,3.369858837872743607e+01,6.585704539734870195e+02,1.559179918840527534e+00
1.099999999999999936e-02,6.820000000000000000e+02,4.760000000000000000e+02,3.070000000000000000e+02,1.870000000000000000e+02,5.889464594127806762e-01,6.895854398382204042e-01,2.820512820512820484e-01,2.463630773127079010e-02,4.180015809834003448e-01,0.000000000000000000e+00,1.314017921686172485e-03,2.736930381506681442e-01,3.369515543431043625e+01,6.585849092714488506e+02,1.548927884548902512e+00
1.200000000000000025e-02,5.310000000000000000e+02,4.120000000000000000e+02,4.290000000000000000e+02,2.390000000000000000e+02,5.630965005302226434e-01,5.531249999999999778e-01,3.671274961597542075e-01,2.409684844315052032e-02,4.260591994971036911e-01,0.000000000000000000e+00,1.308385282754898071e-03,2.728610858321189880e-01,3.375055575929582119e+01,6.594547510817646980e+02,1.552541498094797134e+00
1.300000000000000114e-02,6.210000000000000000e+02,4.610000000000000000e+02,3.490000000000000000e+02,2.240000000000000000e+02,5.739371534195933933e-01,6.402061855670102553e-01,3.270072992700729930e-01,2.350062318146228790e-02,4.143853373825550079e-01,0.000000000000000000e+00,1.320607960224151611e-03,2.745559457689523697e-01,3.384144645556807518e+01,6.608595880623906851e+02,1.565580213442444801e+00
1.400000000000000203e-02,6.340000000000000000e+02,4.630000000000000000e+02,3.490000000000000000e+02,2.130000000000000000e+02,5.779398359161349585e-01,6.449643947100711650e-01,3.150887573964497035e-01,2.325561083853244781e-02,4.106982666999101639e-01,0.000000000000000000e+00,1.327699050307273865e-03,2.713881339877843857e-01,3.383467510901391506e+01,6.622295031957328320e+02,1.561726676300168037e+00
