1.000000000000000000e+01,2.200000000000000000e+02,3.300000000000000000e+02,2.420000000000000000e+02,3.730000000000000000e+02,4.000000000000000222e-01,4.761904761904761640e-01,5.305832147937411536e-01,3.217367641627788544e-02,5.310555659234523773e-01,0.000000000000000000e+00,3.160939937457442284e+01,6.842866539955139160e-01,6.854283288680016994e+01,7.070112466830760241e+02,1.525344621390104294e+00
2.000000000000000000e+01,2.660000000000000000e+02,3.610000000000000000e+02,1.980000000000000000e+02,3.490000000000000000e+02,4.242424242424242542e-01,5.732758620689655249e-01,4.915492957746478986e-01,2.816344052553176880e-02,4.717456828802824020e-01,0.000000000000000000e+00,4.118301394581794739e+01,3.877991233021020889e-01,7.777686062455177307e+01,7.089820051994174719e+02,1.526391891762614250e+00
3.000000000000000000e+01,2.410000000000000000e+02,3.690000000000000000e+02,2.120000000000000000e+02,3.390000000000000000e+02,3.950819672131147264e-01,5.320088300220751076e-01,4.788135593220338992e-01,2.907195687294006348e-02,4.985635839402675629e-01,0.000000000000000000e+00,3.342393642850220203e+01,3.672055993229150772e-01,6.990675498172640800e+01,7.070618493780493736e+02,1.528129523620009422e+00
4.000000000000000000e+01,2.330000000000000000e+02,3.680000000000000000e+02,2.370000000000000000e+02,3.340000000000000000e+02,3.876871880199667109e-01,4.957446808510638236e-01,4.757834757834757955e-01,2.796673588454723358e-02,5.109907854348421097e-01,0.000000000000000000e+00,3.865989177860319614e+01,3.672324419021606445e-01,7.516552142240107059e+01,7.075440626908093691e+02,1.535061053931713104e+00
5.000000000000000000e+01,2.550000000000000000e+02,3.340000000000000000e+02,2.110000000000000000e+02,3.600000000000000000e+02,4.329371816638369896e-01,5.472103004291845041e-01,5.187319884726224739e-01,2.726513333618640900e-02,4.973887279629707336e-01,0.000000000000000000e+00,3.709095419012010098e+01,3.518991973251104355e-01,7.355327923223376274e+01,7.074085535928606987e+02,1.526990350335836411e+00
6.000000000000000000e+01,2.420000000000000000e+02,3.710000000000000000e+02,2.050000000000000000e+02,3.320000000000000000e+02,3.947797716150081571e-01,5.413870246085010773e-01,4.722617354196301798e-01,2.706385962665081024e-02,5.035965535789728165e-01,0.000000000000000000e+00,2.537906326353549957e+01,3.638049401342868805e-01,6.184519173391163349e+01,7.063710169550031424e+02,1.535643860697746277e+00
7.000000000000000000e+01,2.240000000000000000e+02,3.490000000000000000e+02,2.420000000000000000e+02,3.480000000000000000e+02,3.909249563699825347e-01,4.806866952789699554e-01,4.992826398852223679e-01,2.874918840825557709e-02,5.059667825698852539e-01,0.000000000000000000e+00,2.130283673852682114e+01,3.709164392203092575e-01,5.779020193405449390e+01,7.068318032659590244e+02,1.531504366546869278e+00
8.000000000000000000e+01,2.630000000000000000e+02,3.820000000000000000e+02,2.000000000000000000e+02,3.010000000000000000e+02,4.077519379844961045e-01,5.680345572354211781e-01,4.407027818448023271e-01,2.806330285966396332e-02,5.278949830681085587e-01,0.000000000000000000e+00,2.862123738415539265e+01,3.580874297767877579e-01,6.511561772599816322e+01,7.066219315025955439e+02,1.527545636519789696e+00
9.000000000000000000e+01,2.850000000000000000e+02,3.890000000000000000e+02,1.480000000000000000e+02,3.230000000000000000e+02,4.228486646884273004e-01,6.581986143187067428e-01,4.536516853932584525e-01,2.755158394575119019e-02,5.264320839196443558e-01,0.000000000000000000e+00,2.534993128851056099e+01,3.593157920986413956e-01,6.181464566104114056e+01,7.066719736661761999e+02,1.530224345624446869e+00
1.000000000000000000e+02,2.970000000000000000e+02,4.130000000000000000e+02,1.620000000000000000e+02,2.790000000000000000e+02,4.183098591549295753e-01,6.470588235294117974e-01,4.031791907514450934e-01,2.761016972362995148e-02,5.043054483830928802e-01,0.000000000000000000e+00,3.171079327538609505e+01,3.464211151003837585e-01,6.818662736378610134e+01,7.069522170461714268e+02,1.523528436198830605e+00
