0.000000000000000000e+00,5.950000000000000000e+02,3.300000000000000000e+01,1.110000000000000000e+02,1.040000000000000000e+02,9.474522292993630135e-01,8.427762039660056104e-01,7.591240875912408370e-01,1.894131700191792333e-02,3.935344790006638505e-01,0.000000000000000000e+00,2.788891009998224035e+00,9.236268400218250463e-02,3.330609514998286613e+00
1.000000000000000056e-01,5.920000000000000000e+02,3.900000000000000000e+01,1.140000000000000000e+02,9.800000000000000000e+01,9.381933438985736728e-01,8.385269121813031523e-01,7.153284671532846861e-01,1.797553899814374745e-02,3.804196470027818577e-01,0.000000000000000000e+00,2.829510633003337716e+00,8.929696200175385457e-02,3.353675010998813377e+00
2.000000000000000111e-01,5.760000000000000000e+02,3.800000000000000000e+01,1.300000000000000000e+02,9.900000000000000000e+01,9.381107491856677250e-01,8.158640226628894876e-01,7.226277372262773779e-01,1.748115000282268738e-02,3.808680829997683759e-01,0.000000000000000000e+00,2.848953337998864299e+00,8.988168199903157074e-02,3.372808813001938688e+00
3.000000000000000444e-01,5.970000000000000000e+02,4.100000000000000000e+01,1.090000000000000000e+02,9.600000000000000000e+01,9.357366771159875141e-01,8.456090651558073601e-01,7.007299270072993025e-01,1.750525599891261663e-02,3.806064890022753389e-01,0.000000000000000000e+00,2.902172923001671734e+00,8.905266199781181058e-02,3.425867814000412181e+00
4.000000000000000222e-01,5.960000000000000000e+02,3.700000000000000000e+01,1.100000000000000000e+02,1.000000000000000000e+02,9.415481832543444174e-01,8.441926345609065407e-01,7.299270072992700698e-01,1.803283900517271832e-02,3.814103680006155628e-01,0.000000000000000000e+00,2.881804611002735328e+00,8.876795399919501506e-02,3.406790062999789370e+00
5.000000000000000000e-01,6.040000000000000000e+02,4.100000000000000000e+01,1.020000000000000000e+02,9.600000000000000000e+01,9.364341085271318255e-01,8.555240793201133176e-01,7.007299270072993025e-01,1.741034799943008693e-02,3.803273679995982093e-01,0.000000000000000000e+00,2.902706036001291068e+00,8.874901100170973223e-02,3.425921479997668939e+00
6.000000000000000888e-01,6.090000000000000000e+02,4.400000000000000000e+01,9.700000000000000000e+01,9.300000000000000000e+01,9.326186830015313900e-01,8.626062322946175254e-01,6.788321167883211160e-01,1.932038600625674007e-02,3.951246169990554336e-01,0.000000000000000000e+00,3.109105751002971374e+00,9.144862399989506230e-02,3.653931404999639199e+00
7.000000000000000666e-01,6.080000000000000000e+02,4.600000000000000000e+01,9.800000000000000000e+01,9.100000000000000000e+01,9.296636085626911461e-01,8.611898016997167060e-01,6.642335766423357324e-01,1.821939900401048362e-02,3.881380619977790047e-01,0.000000000000000000e+00,2.938133663998087286e+00,9.265150000192079460e-02,3.475075888003630098e+00
8.000000000000000444e-01,5.930000000000000000e+02,4.500000000000000000e+01,1.130000000000000000e+02,9.200000000000000000e+01,9.294670846394984531e-01,8.399433427762039717e-01,6.715328467153284242e-01,1.796392399955948349e-02,3.901168140018853592e-01,0.000000000000000000e+00,3.035212801999477961e+00,9.359101899917732226e-02,3.573438927001916454e+00
9.000000000000000222e-01,6.070000000000000000e+02,3.800000000000000000e+01,9.900000000000000000e+01,9.900000000000000000e+01,9.410852713178294859e-01,8.597733711048158867e-01,7.226277372262773779e-01,1.804882400028873235e-02,3.821210139958566288e-01,0.000000000000000000e+00,2.910355551996872236e+00,8.918300599725625943e-02,3.437033022002651705e+00
