1.000000000000000021e-03,2.500000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.259259259259259300e-01,1.000000000000000000e+00,3.333333333333333148e-01,1.980266440659761429e-02,4.635212952271103859e-01,3.520655567152425647e+01,1.357743516564369202e-03,2.843590239062905312e-01,3.598501903377473354e+01
2.000000000000000042e-03,2.600000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.629629629629629095e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.339820470660924911e-02,5.164516600780189037e-01,3.600009268475696445e+01,1.415208913385868073e-03,3.391626900993287563e-01,3.689241349510848522e+01
3.000000000000000062e-03,2.300000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.200000000000000400e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.152105886489152908e-02,4.785960917361080647e-01,3.391892587020993233e+01,1.317216083407402039e-03,3.044819990172982216e-01,3.473473489098250866e+01
4.000000000000000083e-03,1.300000000000000000e+01,1.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,9.285714285714286031e-01,4.814814814814814548e-01,0.000000000000000000e+00,2.389487158507108688e-02,4.904770189896225929e-01,3.638131866743788123e+01,1.389842014759778976e-03,3.180763591080904007e-01,3.722414272185415030e+01
5.000000000000000104e-03,2.200000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,9.565217391304348116e-01,9.166666666666666297e-01,5.000000000000000000e-01,5.192106915637850761e-02,4.972152449190616608e-01,3.719015328772366047e+01,1.421059947460889816e-03,3.187967501580715179e-01,3.806946547655388713e+01
6.000000000000000125e-03,2.700000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.642857142857143016e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.319963090121746063e-02,5.089585226960480213e-01,3.733736445289105177e+01,1.427861861884593964e-03,3.332177083939313889e-01,3.821357872663065791e+01
7.000000000000000146e-03,2.600000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,9.629629629629629095e-01,9.285714285714286031e-01,5.000000000000000000e-01,2.345273783430457115e-02,5.302128512412309647e-01,3.577028412651270628e+01,1.397346612066030502e-03,3.420250075869262218e-01,3.667774169798940420e+01
8.000000000000000167e-03,7.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.916666666666666852e-01,1.000000000000000000e+00,2.284598071128129959e-02,5.252133077010512352e-01,3.860637431778013706e+01,1.436810940504074097e-03,3.322957893833518028e-01,3.949784122407436371e+01
9.000000000000001055e-03,2.300000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,9.200000000000000400e-01,8.846153846153845812e-01,0.000000000000000000e+00,2.364818146452307701e-02,5.367116532288491726e-01,4.014713444048538804e+01,1.539090182632207870e-03,3.627066365443170071e-01,4.108298002230003476e+01
1.000000000000000194e-02,2.600000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,9.629629629629629095e-01,8.965517241379310498e-01,0.000000000000000000e+00,2.351282443851232529e-02,5.306496368721127510e-01,3.754787418432533741e+01,1.420234795659780502e-03,3.364654765464365482e-01,3.844957039877772331e+01
1.099999999999999936e-02,1.900000000000000000e+01,1.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,9.499999999999999556e-01,7.307692307692307265e-01,5.000000000000000000e-01,2.078395662829279900e-02,5.055722664110362530e-01,3.708809142140671611e+01,1.413372810930013657e-03,3.279354367405176163e-01,3.795356405572965741e+01
1.200000000000000025e-02,2.400000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.230769230769231282e-01,1.000000000000000000e+00,3.333333333333333148e-01,2.344465581700205803e-02,5.069870143197476864e-01,3.862889293581247330e+01,1.431799493730068207e-03,3.411845304071903229e-01,3.951173065882176161e+01
1.300000000000000114e-02,2.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,9.523809523809523281e-01,8.000000000000000444e-01,5.000000000000000000e-01,2.069578971713781357e-02,4.778335862793028355e-01,3.512676352635025978e+01,1.365012954920530319e-03,3.186219208873808384e-01,3.595494899619370699e+01
1.400000000000000203e-02,1.600000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,9.411764705882352811e-01,6.153846153846154188e-01,5.000000000000000000e-01,2.558805327862501144e-02,5.109982267022132874e-01,3.720368371531367302e+01,1.437414437532424927e-03,3.440450201742351055e-01,3.809629644267261028e+01
1.499999999999999944e-02,2.200000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,9.565217391304348116e-01,8.800000000000000044e-01,5.000000000000000000e-01,2.284292737022042274e-02,4.874645331874489784e-01,3.500781558221206069e+01,1.388760749250650406e-03,3.352904785424470901e-01,3.586488544801250100e+01
1.600000000000000033e-02,2.200000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,8.800000000000000044e-01,8.800000000000000044e-01,2.500000000000000000e-01,2.405145810917019844e-02,4.822798017412424088e-01,3.333386414777487516e+01,1.334977801889181137e-03,3.410035371780395508e-01,3.419285252364352345e+01
1.700000000000000122e-02,1.900000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,9.047619047619047672e-01,7.600000000000000089e-01,0.000000000000000000e+00,2.013856312260031700e-02,4.504239768721163273e-01,3.346199169242754579e+01,1.292636618018150330e-03,3.075500950217247009e-01,3.425057239877060056e+01
1.800000000000000211e-02,2.200000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,9.565217391304348116e-01,8.148148148148147696e-01,5.000000000000000000e-01,2.151540014892816544e-02,4.984902562573552132e-01,3.662305394001305103e+01,1.427179668098688126e-03,3.341588294133543968e-01,3.748851279774680734e+01
1.900000000000000300e-02,1.500000000000000000e+01,1.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,9.375000000000000000e-01,5.769230769230768718e-01,5.000000000000000000e-01,2.553544845432043076e-02,5.065746069885790348e-01,3.772440594621002674e+01,1.398939639329910278e-03,3.428500425070524216e-01,3.861088196374475956e+01
